Phase,Mag,MagErr,Curve,
0.467554,13.799089,0.004,13.803685,
0.470061,13.802075,0.005,13.804754,
0.471267,13.808068,0.004,13.805206,
0.472514,13.815061,0.004,13.80563,
0.473761,13.822054,0.004,13.806011,
0.474972,13.806047,0.004,13.806339,
0.476223,13.81204,0.004,13.806635,
0.477493,13.812033,0.004,13.806888,
0.478708,13.801026,0.004,13.807088,
0.4822,13.822592,0.006,13.807424,
0.483411,13.810585,0.006,13.807458,
0.484179,13.812995,0.004,13.807457,
0.484672,13.819578,0.006,13.807448,
0.485394,13.810988,0.005,13.807421,
0.485905,13.817571,0.006,13.807392,
0.486627,13.812982,0.004,13.807339,
0.487111,13.820564,0.006,13.807295,
0.487874,13.814975,0.004,13.807212,
0.489098,13.814968,0.004,13.807042,
0.489619,13.81555,0.006,13.806957,
0.490318,13.813961,0.004,13.806829,
0.490829,13.822543,0.006,13.806727,
0.491561,13.818954,0.004,13.806567,
0.492067,13.820536,0.006,13.806447,
0.492785,13.805947,0.004,13.806264,
0.493305,13.804529,0.006,13.806122,
0.494,13.80394,0.005,13.805919,
0.494511,13.804522,0.006,13.805761,
0.495256,13.799933,0.005,13.805517,
0.49574,13.815515,0.006,13.80535,
0.496471,13.799926,0.005,13.805084,
0.497001,13.801508,0.006,13.804882,
0.498211,13.819501,0.006,13.804388,
0.498956,13.804912,0.005,13.804063,
0.500171,13.802905,0.005,13.803498,
0.502498,13.809477,0.005,13.802294,
0.503777,13.80247,0.005,13.801565,
0.504422,13.784881,0.005,13.80118,
0.505024,13.800463,0.005,13.800809,
0.505687,13.783874,0.005,13.800388,
0.506235,13.803456,0.005,13.800031,
0.506943,13.791867,0.005,13.799557,
0.507482,13.794449,0.005,13.799186,
0.508167,13.79086,0.005,13.798702,
0.508738,13.785441,0.005,13.79829,
0.509405,13.790853,0.005,13.797795,
0.509939,13.789435,0.006,13.79739,
0.510652,13.787846,0.005,13.796837,
0.511191,13.783428,0.005,13.796409,
0.511868,13.795839,0.005,13.795861,
0.512438,13.78942,0.005,13.795388,
0.513101,13.803832,0.005,13.794827,
0.513648,13.784414,0.005,13.794355,
0.514348,13.783825,0.005,13.793739,
0.514854,13.797407,0.005,13.793285,
0.515563,13.783818,0.004,13.792637,
0.516097,13.7734,0.006,13.79214,
0.516819,13.785811,0.005,13.791455,
0.517312,13.794393,0.005,13.79098,
0.518071,13.794804,0.005,13.790235,
0.518559,13.811386,0.005,13.789747,
0.519281,13.780797,0.004,13.789014,
0.519815,13.796378,0.005,13.788463,
0.521757,13.781783,0.004,13.786394,
0.524084,13.778354,0.005,13.783784,
0.525331,13.769347,0.005,13.782327,
0.526012,13.774759,0.004,13.781514,
0.526542,13.80134,0.005,13.780874,
0.527259,13.783752,0.004,13.779996,
0.527761,13.770333,0.005,13.779374,
0.528474,13.778745,0.004,13.778479,
0.529017,13.750326,0.005,13.777789,
0.52969,13.767739,0.004,13.776925,
0.530228,13.760319,0.005,13.776225,
0.530937,13.764732,0.004,13.775293,
0.531461,13.754312,0.005,13.774595,
0.532161,13.763725,0.004,13.773654,
0.532699,13.764305,0.005,13.772921,
0.533385,13.786718,0.004,13.771979,
0.533914,13.748298,0.005,13.771244,
0.534641,13.756711,0.004,13.770224,
0.535152,13.763291,0.005,13.769499,
0.535856,13.776704,0.004,13.768491,
0.536399,13.755284,0.005,13.767706,
0.537071,13.785697,0.004,13.766725,
0.53761,13.775277,0.005,13.765931,
0.538314,13.77069,0.004,13.764884,
0.538848,13.77127,0.005,13.764083,
0.539529,13.764683,0.004,13.763051,
0.54009,13.757263,0.005,13.762194,
0.540758,13.765676,0.004,13.761165,
0.541305,13.769256,0.005,13.760315,
0.542,13.745669,0.004,13.759226,
0.543224,13.754662,0.004,13.757283,
0.545602,13.762232,0.005,13.753424,
0.546849,13.775225,0.005,13.751355,
0.548073,13.747218,0.005,13.749294,
0.549283,13.751211,0.005,13.747229,
0.55053,13.743204,0.005,13.745074,
0.551741,13.730197,0.005,13.742955,
0.552965,13.73319,0.005,13.740786,
0.554047,13.751601,0.004,13.738848,
0.554208,13.719183,0.005,13.738559,
0.555303,13.728594,0.004,13.736574,
0.555418,13.722176,0.005,13.736365,
0.556514,13.735587,0.004,13.734359,
0.556656,13.724169,0.005,13.734097,
0.557733,13.74158,0.004,13.732104,
0.557903,13.727162,0.005,13.731788,
0.558989,13.738573,0.004,13.729758,
0.559114,13.715155,0.005,13.729524,
0.560209,13.730566,0.004,13.727458,
0.560374,13.737148,0.005,13.727144,
0.561635,13.71814,0.005,13.724742,
0.562676,13.729552,0.004,13.722743,
0.56285,13.732133,0.005,13.722407,
0.563891,13.727545,0.004,13.720391,
0.566376,13.728531,0.004,13.715524,
0.567582,13.711524,0.004,13.713136,
0.568448,13.705102,0.005,13.711411,
0.568811,13.721517,0.004,13.710686,
0.569709,13.718094,0.005,13.708886,
0.570067,13.69951,0.004,13.708165,
0.570919,13.695087,0.005,13.706446,
0.571282,13.704503,0.004,13.705712,
0.572134,13.697081,0.005,13.703983,
0.573377,13.687073,0.005,13.701451,
0.574606,13.702066,0.005,13.698933,
0.575542,13.698479,0.004,13.697007,
0.575848,13.691059,0.005,13.696376,
0.576789,13.705472,0.004,13.694432,
0.577113,13.685052,0.005,13.69376,
0.578054,13.700465,0.004,13.691807,
0.578365,13.691045,0.005,13.691161,
0.579265,13.702458,0.004,13.689286,
0.580525,13.693451,0.004,13.686652,
0.580827,13.685031,0.005,13.68602,
0.581781,13.686444,0.004,13.684019,
0.583006,13.695437,0.004,13.681445,
0.58328,13.682017,0.005,13.680867,
0.584234,13.68543,0.004,13.678855,
0.584522,13.67501,0.005,13.678247,
0.585486,13.672423,0.004,13.676211,
0.586706,13.669416,0.004,13.67363,
0.58793,13.673409,0.004,13.671035,
0.58881,13.648985,0.005,13.669168,
0.589186,13.674402,0.004,13.668369,
0.590057,13.670978,0.005,13.666519,
0.590401,13.669395,0.004,13.665787,
0.591263,13.676971,0.005,13.663956,
0.591621,13.660388,0.004,13.663195,
0.592455,13.674965,0.005,13.661421,
0.592872,13.657381,0.004,13.660534,
0.593702,13.644957,0.005,13.658769,
0.594908,13.665951,0.005,13.656205,
0.596137,13.674944,0.005,13.653594,
0.597141,13.648357,0.004,13.651462,
0.597393,13.635936,0.005,13.650927,
0.598388,13.64135,0.004,13.648816,
0.598608,13.645929,0.005,13.64835,
0.599603,13.646343,0.004,13.646242,
0.599832,13.643922,0.005,13.645758,
0.600814,13.633336,0.004,13.643682,
0.601079,13.636915,0.005,13.643121,
0.602065,13.634329,0.004,13.64104,
0.602294,13.636908,0.005,13.640557,
0.603281,13.637322,0.004,13.638481,
0.603514,13.626901,0.005,13.63799,
0.604519,13.626315,0.004,13.63588,
0.604757,13.643894,0.005,13.635381,
0.605775,13.633308,0.004,13.633249,
0.605972,13.628887,0.005,13.632837,
0.60699,13.617301,0.004,13.630712,
0.608209,13.624294,0.004,13.628174,
0.609461,13.630287,0.004,13.625579,
0.610676,13.60828,0.004,13.62307,
0.611592,13.596855,0.005,13.621186,
0.6119,13.607273,0.004,13.620554,
0.612839,13.607848,0.005,13.618631,
0.613152,13.610266,0.004,13.617993,
0.61405,13.607841,0.005,13.616163,
0.614353,13.601259,0.004,13.615547,
0.615301,13.611834,0.005,13.613625,
0.616553,13.619827,0.005,13.611101,
0.617754,13.61282,0.005,13.608692,
0.618563,13.583236,0.004,13.607079,
0.618974,13.625813,0.005,13.606261,
0.619815,13.596228,0.004,13.604595,
0.620212,13.616806,0.005,13.60381,
0.62103,13.605222,0.004,13.602199,
0.621427,13.617799,0.005,13.601419,
0.622259,13.598215,0.004,13.599793,
0.622674,13.591792,0.005,13.598984,
0.623506,13.608208,0.004,13.59737,
0.62393,13.597785,0.005,13.596548,
0.624712,13.594201,0.004,13.595043,
0.625141,13.606778,0.005,13.594219,
0.625959,13.602194,0.004,13.592656,
0.62637,13.583771,0.005,13.591874,
0.62721,13.606186,0.004,13.590281,
0.62763,13.584764,0.005,13.589488,
0.628434,13.57718,0.004,13.587977,
0.629663,13.579173,0.004,13.585685,
0.630915,13.587165,0.004,13.583372,
0.63213,13.577159,0.004,13.581148,
0.632332,13.569737,0.005,13.580781,
0.633359,13.584152,0.004,13.57892,
0.633538,13.56773,0.005,13.578598,
0.634606,13.583145,0.005,13.576683,
0.634766,13.564723,0.005,13.576396,
0.635821,13.579138,0.004,13.574526,
0.636023,13.578715,0.005,13.57417,
0.637233,13.554709,0.005,13.572048,
0.638444,13.552702,0.005,13.569949,
0.6397,13.566694,0.005,13.567796,
0.640094,13.577113,0.004,13.567126,
0.640915,13.592687,0.005,13.565739,
0.641369,13.565106,0.004,13.564977,
0.642144,13.57068,0.005,13.563684,
0.642579,13.563099,0.004,13.562962,
0.643382,13.577673,0.005,13.561641,
0.643794,13.557092,0.004,13.560965,
0.644597,13.565666,0.005,13.559661,
0.645041,13.561085,0.004,13.558943,
0.645844,13.549659,0.005,13.557656,
0.646257,13.559078,0.004,13.556999,
0.647091,13.568652,0.005,13.55568,
0.64749,13.562071,0.004,13.555053,
0.648297,13.555645,0.005,13.553795,
0.648764,13.565064,0.004,13.553072,
0.649544,13.558638,0.005,13.551875,
0.650011,13.558057,0.004,13.551163,
0.651217,13.55705,0.004,13.549345,
0.652464,13.552043,0.004,13.547495,
0.653725,13.553036,0.004,13.545655,
0.654163,13.541612,0.005,13.545022,
0.654935,13.560029,0.004,13.543917,
0.655419,13.551604,0.005,13.543231,
0.656187,13.565022,0.004,13.542151,
0.656634,13.559597,0.005,13.541528,
0.657448,13.551015,0.004,13.540404,
0.657895,13.54159,0.005,13.539792,
0.659147,13.544583,0.005,13.538101,
0.660362,13.530576,0.005,13.53649,
0.6616,13.540569,0.005,13.53488,
0.662117,13.540988,0.004,13.534217,
0.662847,13.538562,0.005,13.533291,
0.663328,13.525981,0.004,13.532686,
0.664053,13.528555,0.005,13.531785,
0.66457,13.531974,0.004,13.531148,
0.6653,13.532548,0.005,13.53026,
0.665808,13.509967,0.004,13.529648,
0.667032,13.52396,0.004,13.528196,
0.668275,13.522953,0.004,13.526756,
0.669526,13.523946,0.004,13.525339,
0.670741,13.536939,0.004,13.523996,
0.671984,13.517932,0.004,13.522656,
0.67324,13.517925,0.004,13.521335,
0.674455,13.510918,0.004,13.520091,
0.675675,13.514911,0.004,13.518875,
0.676913,13.527904,0.004,13.517674,
0.678128,13.521897,0.004,13.516529,
0.679361,13.52289,0.004,13.5154,
0.682289,13.52545,0.005,13.512857,
0.683536,13.505443,0.005,13.511832,
0.683594,13.505866,0.004,13.511786,
0.684751,13.499436,0.005,13.510868,
0.684845,13.511859,0.004,13.510794,
0.685962,13.505429,0.005,13.509939,
0.68606,13.525852,0.004,13.509865,
0.687204,13.500422,0.005,13.509021,
0.687275,13.500845,0.004,13.508969,
0.688419,13.526415,0.005,13.508157,
0.688541,13.485838,0.004,13.508072,
0.689653,13.519408,0.005,13.507313,
0.689792,13.516831,0.004,13.50722,
0.690899,13.520401,0.005,13.506496,
0.691003,13.514824,0.004,13.506429,
0.69211,13.508394,0.005,13.505735,
0.692259,13.503817,0.004,13.505644,
0.69333,13.531387,0.005,13.505003,
0.693506,13.50181,0.004,13.5049,
0.694559,13.51638,0.005,13.504298,
0.694721,13.481803,0.004,13.504208,
0.695774,13.511373,0.005,13.503635,
0.695963,13.485796,0.004,13.503535,
0.697016,13.505366,0.005,13.502992,
0.697224,13.499789,0.004,13.502888,
0.698259,13.510359,0.005,13.502383,
0.698439,13.486782,0.004,13.502297,
0.699478,13.502352,0.005,13.501819,
0.700929,13.480768,0.004,13.501191,
0.703793,13.505327,0.005,13.50009,
0.705017,13.50232,0.005,13.499674,
0.706264,13.505313,0.005,13.499285,
0.706431,13.506736,0.004,13.499236,
0.707475,13.495306,0.005,13.49894,
0.707646,13.486729,0.004,13.498894,
0.708731,13.496298,0.005,13.498616,
0.709982,13.492291,0.005,13.498328,
0.710122,13.482715,0.004,13.498298,
0.711202,13.505284,0.005,13.498079,
0.711337,13.502708,0.004,13.498054,
0.71244,13.500277,0.005,13.49786,
0.712552,13.477701,0.004,13.497842,
0.713678,13.50427,0.005,13.497675,
0.713804,13.507694,0.004,13.497657,
0.714893,13.505263,0.005,13.497524,
0.715019,13.479687,0.004,13.49751,
0.716113,13.500256,0.005,13.497405,
0.716252,13.47768,0.004,13.497393,
0.71735,13.515249,0.005,13.497316,
0.717504,13.482673,0.004,13.497308,
0.718556,13.518242,0.005,13.497262,
0.718719,13.476666,0.004,13.497256,
0.719803,13.507235,0.005,13.497237,
0.719943,13.482659,0.004,13.497236,
0.721055,13.511228,0.005,13.497245,
0.721204,13.476652,0.004,13.497248,
0.722423,13.499645,0.004,13.497292,
0.725338,13.490203,0.005,13.49752,
0.726585,13.506196,0.005,13.497671,
0.727029,13.502619,0.004,13.497732,
0.727841,13.502189,0.005,13.497855,
0.728244,13.506612,0.004,13.497921,
0.729074,13.504181,0.005,13.498067,
0.729459,13.497605,0.004,13.498139,
0.730312,13.511174,0.005,13.49831,
0.730702,13.510598,0.004,13.498393,
0.731591,13.503167,0.005,13.498594,
0.731917,13.486591,0.004,13.498671,
0.73281,13.50716,0.005,13.498894,
0.733159,13.500584,0.004,13.498986,
0.734062,13.514153,0.005,13.499233,
0.734416,13.505577,0.004,13.499335,
0.735318,13.503146,0.005,13.499605,
0.735631,13.50857,0.004,13.499702,
0.73657,13.501138,0.005,13.500005,
0.736846,13.485563,0.004,13.500098,
0.737789,13.506131,0.005,13.500424,
0.738097,13.498556,0.004,13.500535,
0.739023,13.509124,0.005,13.500877,
0.739308,13.478549,0.004,13.500986,
0.740265,13.498117,0.005,13.501363,
0.740546,13.500542,0.004,13.501477,
0.741471,13.50711,0.005,13.501863,
0.741788,13.498535,0.004,13.501999,
0.742704,13.512103,0.005,13.502402,
0.743013,13.505528,0.004,13.502541,
0.744228,13.484521,0.004,13.503107,
0.746983,13.520078,0.005,13.50449,
0.748216,13.502071,0.005,13.505154,
0.749431,13.498064,0.005,13.505836,
0.750646,13.515057,0.005,13.506543,
0.751893,13.51605,0.005,13.507297,
0.753108,13.520043,0.005,13.508058,
0.754364,13.505036,0.005,13.508871,
0.755169,13.509459,0.004,13.509406,
0.755602,13.497029,0.005,13.5097,
0.75642,13.510452,0.004,13.510262,
0.756826,13.505022,0.005,13.510545,
0.757626,13.509445,0.004,13.511111,
0.758051,13.525015,0.005,13.511416,
0.758846,13.511438,0.004,13.511995,
0.759289,13.525008,0.005,13.512323,
0.760093,13.516431,0.004,13.512925,
0.760499,13.527001,0.005,13.513234,
0.761326,13.517424,0.004,13.513871,
0.761755,13.509993,0.005,13.514206,
0.76255,13.498417,0.004,13.514834,
0.763011,13.530986,0.005,13.515203,
0.763788,13.52641,0.004,13.515833,
0.764263,13.513979,0.005,13.516223,
0.764999,13.504403,0.004,13.516834,
0.766232,13.510396,0.004,13.517879,
0.767479,13.498388,0.004,13.51896,
0.768694,13.517382,0.004,13.520037,
0.769923,13.513375,0.004,13.52115,
0.771188,13.512367,0.004,13.52232,
0.772403,13.51636,0.004,13.523468,
0.775946,13.516911,0.005,13.526942,
0.776663,13.526336,0.004,13.527669,
0.777193,13.522904,0.005,13.52821,
0.777906,13.519329,0.004,13.528946,
0.77844,13.538897,0.005,13.529501,
0.779121,13.509322,0.004,13.530217,
0.779668,13.54189,0.005,13.530796,
0.780345,13.529315,0.004,13.531519,
0.780915,13.546883,0.005,13.532133,
0.781597,13.531308,0.004,13.532873,
0.782153,13.521876,0.005,13.533482,
0.782816,13.522301,0.004,13.534214,
0.783378,13.535869,0.005,13.534838,
0.784041,13.527294,0.004,13.535581,
0.784602,13.534862,0.005,13.536215,
0.785297,13.530287,0.004,13.537006,
0.785853,13.533854,0.005,13.537645,
0.786498,13.52328,0.004,13.53839,
0.787745,13.535273,0.004,13.539848,
0.788997,13.540266,0.004,13.541332,
0.79015,13.55083,0.005,13.542718,
0.790194,13.536259,0.004,13.542772,
0.791392,13.550822,0.005,13.544232,
0.791427,13.526252,0.004,13.544275,
0.792657,13.563815,0.005,13.545796,
0.792679,13.524245,0.004,13.545822,
0.793881,13.566808,0.005,13.547328,
0.793889,13.549238,0.004,13.547338,
0.795115,13.545801,0.005,13.548892,
0.796357,13.548794,0.005,13.550488,
0.797577,13.556787,0.005,13.552074,
0.798194,13.547213,0.004,13.552884,
0.798801,13.55978,0.005,13.553685,
0.799455,13.540206,0.004,13.554553,
0.800044,13.546772,0.005,13.555339,
0.800675,13.553199,0.004,13.556187,
0.801254,13.558765,0.005,13.556969,
0.802492,13.547758,0.005,13.558655,
0.80373,13.541751,0.005,13.560359,
0.804348,13.544178,0.004,13.561217,
0.804954,13.554744,0.005,13.562063,
0.805576,13.557171,0.004,13.562936,
0.806192,13.559737,0.005,13.563805,
0.806823,13.554164,0.004,13.5647,
0.807435,13.55773,0.005,13.565571,
0.808038,13.545157,0.004,13.566436,
0.811726,13.551705,0.005,13.571809,
0.813001,13.554698,0.005,13.573701,
0.814252,13.57869,0.005,13.575577,
0.815467,13.582683,0.005,13.577415,
0.816682,13.595676,0.005,13.579269,
0.817934,13.596669,0.005,13.581196,
0.819154,13.580662,0.005,13.583089,
0.820378,13.588655,0.005,13.585004,
0.821629,13.588648,0.005,13.586978,
0.822854,13.575641,0.005,13.588925,
0.824073,13.609634,0.005,13.590878,
0.825325,13.596626,0.005,13.592898,
0.826549,13.603619,0.005,13.594889,
0.827773,13.582612,0.005,13.596894,
0.829039,13.587605,0.005,13.59898,
0.833326,13.60758,0.005,13.606157,
0.834573,13.614573,0.005,13.608275,
0.835838,13.609565,0.005,13.610436,
0.837067,13.596558,0.005,13.612548,
0.8383,13.620551,0.005,13.61468,
0.839547,13.630544,0.005,13.616848,
0.840771,13.632537,0.005,13.618987,
0.842023,13.64153,0.005,13.621186,
0.843293,13.634522,0.005,13.623428,
0.84454,13.614515,0.005,13.625642,
0.848253,13.635494,0.005,13.632294,
0.849468,13.636487,0.005,13.634489,
0.854989,13.642455,0.005,13.644569,
0.856245,13.645447,0.005,13.646885,
0.857492,13.66944,0.005,13.649191,
0.858707,13.664433,0.005,13.651444,
0.859959,13.654426,0.005,13.653772,
0.861215,13.676419,0.005,13.656115,
0.862443,13.674411,0.005,13.658412,
0.863668,13.675404,0.005,13.660705,
0.864919,13.681397,0.005,13.663055,
0.866143,13.67639,0.005,13.665358,
0.867363,13.660383,0.005,13.667656,
0.86861,13.666376,0.005,13.670009,
0.869825,13.676369,0.005,13.672305,
0.871054,13.669362,0.005,13.674629,
0.872301,13.671354,0.005,13.67699,
0.88311,13.709292,0.005,13.697479,
0.884357,13.708284,0.005,13.699837,
0.885604,13.713277,0.005,13.702192,
0.886819,13.69827,0.005,13.704483,
0.888043,13.722263,0.005,13.706788,
0.889295,13.717256,0.005,13.709139,
0.89051,13.722249,0.005,13.711417,
0.891748,13.727241,0.005,13.713732,
0.892999,13.716234,0.005,13.716067,
0.89421,13.725227,0.005,13.718318,
0.895425,13.72822,0.005,13.720571,
0.896668,13.714213,0.005,13.722867,
0.897883,13.715206,0.005,13.725105,
0.899116,13.743199,0.005,13.727367,
0.900368,13.728191,0.005,13.729653,
0.904659,13.738167,0.005,13.737409,
0.905906,13.745159,0.005,13.739637,
0.907144,13.755152,0.005,13.741836,
0.908359,13.764145,0.005,13.743981,
0.909606,13.763138,0.005,13.746169,
0.910849,13.761131,0.005,13.748334,
0.912064,13.753124,0.005,13.750438,
0.913302,13.772116,0.005,13.752564,
0.914562,13.768109,0.005,13.754714,
0.915773,13.778102,0.005,13.756761,
0.917006,13.755095,0.005,13.75883,
0.918249,13.761088,0.005,13.760897,
0.919459,13.760081,0.005,13.762892,
0.920711,13.769073,0.005,13.764935,
0.921953,13.769066,0.005,13.766944,
0.926359,13.77404,0.005,13.773895,
0.927574,13.779033,0.005,13.775764,
0.92883,13.769026,0.005,13.777672,
0.930041,13.775019,0.005,13.779487,
0.93126,13.780012,0.005,13.781293,
0.932507,13.769005,0.005,13.783114,
0.933727,13.768998,0.005,13.784871,
0.934951,13.78499,0.005,13.786608,
0.936203,13.784983,0.005,13.788358,
0.937413,13.784976,0.005,13.790023,
0.938642,13.794969,0.005,13.791687,
0.939894,13.790962,0.005,13.793352,
0.941118,13.800955,0.005,13.794953,
0.942342,13.799948,0.005,13.796525,
0.943594,13.80294,0.005,13.798102,
0.947863,13.797915,0.005,13.803242,
0.949092,13.800908,0.005,13.804652,
0.950343,13.807901,0.005,13.806054,
0.950664,13.801958,0.005,13.806408,
0.951563,13.797894,0.005,13.807388,
0.95187,13.793952,0.005,13.807718,
0.952819,13.797887,0.005,13.808727,
0.953108,13.798945,0.005,13.80903,
0.954084,13.801879,0.005,13.81004,
0.954355,13.808938,0.005,13.810316,
0.955331,13.809872,0.005,13.811299,
0.955565,13.807931,0.005,13.811531,
0.95656,13.820865,0.005,13.812504,
0.957802,13.809858,0.005,13.813687,
0.959017,13.80385,0.005,13.814808,
0.959265,13.797911,0.005,13.815033,
0.960233,13.808843,0.005,13.815895,
0.960476,13.799904,0.005,13.816108,
0.961493,13.798836,0.005,13.816984,
0.96175,13.801898,0.005,13.817201,
0.962717,13.809829,0.005,13.818004,
0.962956,13.804891,0.005,13.818199,
0.963942,13.809822,0.005,13.818988,
0.965207,13.807814,0.005,13.819965,
0.965427,13.807877,0.005,13.820131,
0.966638,13.816871,0.005,13.821022,
0.969872,13.819787,0.005,13.823216,
0.971155,13.80978,0.005,13.824011,
0.972127,13.819841,0.005,13.824584,
0.972361,13.827773,0.005,13.824719,
0.973369,13.829834,0.005,13.825281,
0.973604,13.825766,0.005,13.825408,
0.97458,13.833827,0.005,13.82592,
0.974855,13.813758,0.005,13.82606,
0.975808,13.820821,0.005,13.826528,
0.976079,13.827751,0.005,13.826657,
0.978275,13.819807,0.005,13.827626,
0.978546,13.820737,0.005,13.827736,
0.979513,13.8288,0.005,13.828114,
0.97977,13.81173,0.005,13.82821,
0.980755,13.820794,0.005,13.828561,
0.981975,13.836787,0.005,13.828959,
0.982232,13.806715,0.005,13.829037,
0.983195,13.83978,0.005,13.829315,
0.983448,13.819708,0.005,13.829383,
0.984442,13.818773,0.005,13.829636,
0.984731,13.836701,0.005,13.829704,
0.985643,13.832767,0.005,13.829904,
0.985978,13.817693,0.005,13.829971,
0.986881,13.82876,0.005,13.830137,
0.987243,13.812686,0.005,13.830197,
0.988124,13.834753,0.005,13.830328,
0.98933,13.822747,0.005,13.830471,
0.992327,13.841656,0.005,13.830647,
0.993583,13.833649,0.005,13.830644,
0.99394,13.828721,0.005,13.830635,
0.994803,13.845642,0.005,13.830598,
0.995155,13.833715,0.005,13.830577,
0.99605,13.839635,0.005,13.830507,
0.996379,13.812708,0.005,13.830475,
0.997292,13.833627,0.005,13.830372,
0.997631,13.808701,0.005,13.830327,
0.998507,13.82562,0.005,13.830196,
0.998846,13.823694,0.005,13.83014,
0.999772,13.825613,0.005,13.829969,
1,13.816172,0.007,13.829923,
